k_fear,alpha_mem,stable_theory,A1,A2,A3,rh_margin
17.0,0.011019741482726822,True,0.1590124755831957,0.0018315682610621899,8.98653614061865e-05,0.00020137684198492115
17.2,0.011019741482726822,True,0.15903524779125894,0.0018295419841017457,8.983049638976915e-05,0.0002011311663963635
17.400000000000002,0.011019741482726822,True,0.15905750888831832,0.0018275611859305066,8.979641095557059e-05,0.00020089091861951656
17.6,0.011019741482726822,True,0.15907927589760987,0.0018256243518166048,8.976307923551191e-05,0.00020065592071251697
17.8,0.011019741482726822,True,0.15910056509440912,0.0018237300335817968,8.973047649388693e-05,0.00020042600242862265
18.0,0.011019741482726822,True,0.15912139204667958,0.0018218768459846019,8.969857906604907e-05,0.00020020100080463484
18.2,0.011019741482726822,True,0.15914177165309995,0.0018200634633368895,8.966736430103997e-05,0.00019998075977546956
18.400000000000002,0.011019741482726822,True,0.15916171817865557,0.0018182886163363803,8.963681050787038e-05,0.00019976512981291814
18.6,0.011019741482726822,True,0.1591812452879938,0.0018165510890994123,8.960689690517881e-05,0.00019955396758692702
18.8,0.011019741482726822,True,0.15920036607668026,0.0018148497163790168,8.957760357403025e-05,0.00019934713564766855
19.0,0.011019741482726822,True,0.1592190931005339,0.0018131833809552661,8.954891141362123e-05,0.00019914450212703608
19.200000000000003,0.011019741482726822,True,0.15923743840315652,0.0018115510111853042,8.952080209969069e-05,0.00019894594045810507
19.400000000000002,0.011019741482726822,True,0.15925541354179956,0.0018099515787019565,8.949325804544128e-05,0.0001987513291113718
19.6,0.011019741482726822,True,0.15927302961167514,0.0018083840962503917,8.946626236479883e-05,0.00019856055134657215
19.8,0.011019741482726822,True,0.15929029726882335,0.0018068476156533205,8.943979883784708e-05,0.00019837349497903503
20.0,0.011019741482726822,True,0.15930722675163797,0.0018053412258959402,8.941385187828812e-05,0.00019819005215959652
0.0,0.012143470234613032,False,-0.10035652976538702,0.02488385959860604,0.00031876609365859217,-0.0028160238901438106
0.2,0.012143470234613032,True,0.08714347023461297,0.00841076026759598,0.00020492106020909495,0.0005280217768206208
0.4,0.012143470234613032,True,0.11277004059628547,0.006159298725830913,0.0001716748779066008,0.0005229094894500007
0.6000000000000001,0.012143470234613032,True,0.12464347023461295,0.005116140401393965,0.00015482924549131618,0.0004828642483459332
0.8,0.012143470234613032,True,0.1317033068037418,0.004495887659719538,0.00014438013666256768,0.00044774313514063134
1.0,0.012143470234613032,True,0.13644201692053878,0.00407956103329362,0.00013718542534643565,0.0004194381101865831
1.2000000000000002,0.012143470234613032,True,0.13986434544554718,0.0037788871253692908,0.00013189891235536132,0.0003966326619470199
1.4000000000000001,0.012143470234613032,True,0.14246137609804055,0.0035507210245468773,0.00012783662519387582,0.0003780039781033167
1.6,0.012143470234613032,True,0.14450415173036207,0.0033712498464018243,0.00012461061377074014,0.0003625489855546689
1.8,0.012143470234613032,True,0.14615546681422864,0.0032261710335840634,0.00012198305464425445,0.00034953947879176687
2.0,0.012143470234613032,True,0.14751941245161646,0.003106339503094525,0.00011979943761270338,0.00033844594075904715
2.2,0.012143470234613032,True,0.14866584084964166,0.0030056182824195468,0.00011795473653100699,0.00032887803269795063
